"id";"code";"datum";"frist";"pbull";"pneutral";"pbear";"ibull";"ineutral";"ibear";"freigabe"
"1654";"TD";"2002-09-06";"K";"29";"67";"100";"12";"19";"23";"0000-00-00 00:00:00"
"5536";"TD";"2002-09-06";"M";"41";"87";"66";"18";"22";"14";"0000-00-00 00:00:00"
"1655";"TD";"2002-09-13";"K";"18";"56";"108";"9";"7";"32";"0000-00-00 00:00:00"
"5537";"TD";"2002-09-13";"M";"28";"93";"60";"11";"20";"17";"0000-00-00 00:00:00"
"1656";"TD";"2002-09-20";"K";"37";"59";"95";"21";"16";"18";"0000-00-00 00:00:00"
"5538";"TD";"2002-09-20";"M";"38";"82";"69";"18";"21";"17";"0000-00-00 00:00:00"
"1657";"TD";"2002-09-27";"K";"36";"51";"113";"17";"13";"22";"0000-00-00 00:00:00"
"5539";"TD";"2002-09-27";"M";"24";"69";"99";"16";"16";"19";"0000-00-00 00:00:00"
"1658";"TD";"2002-10-04";"K";"27";"43";"120";"10";"10";"18";"0000-00-00 00:00:00"
"5540";"TD";"2002-10-04";"M";"41";"60";"85";"7";"19";"13";"0000-00-00 00:00:00"
"1659";"TD";"2002-10-11";"K";"77";"64";"51";"25";"10";"8";"0000-00-00 00:00:00"
"5541";"TD";"2002-10-11";"M";"40";"82";"65";"10";"22";"12";"0000-00-00 00:00:00"
"1660";"TD";"2002-10-18";"K";"75";"61";"53";"22";"15";"15";"0000-00-00 00:00:00"
"5542";"TD";"2002-10-18";"M";"63";"69";"53";"20";"21";"11";"0000-00-00 00:00:00"
"1661";"TD";"2002-10-25";"K";"65";"85";"51";"16";"21";"12";"0000-00-00 00:00:00"
"5543";"TD";"2002-10-25";"M";"61";"72";"66";"14";"20";"15";"0000-00-00 00:00:00"
"1662";"TD";"2002-11-01";"K";"73";"67";"35";"10";"17";"8";"0000-00-00 00:00:00"
"5544";"TD";"2002-11-01";"M";"65";"65";"44";"15";"15";"5";"0000-00-00 00:00:00"
"1663";"TD";"2002-11-08";"K";"44";"70";"69";"13";"20";"19";"0000-00-00 00:00:00"
"5545";"TD";"2002-11-08";"M";"55";"62";"61";"16";"17";"20";"0000-00-00 00:00:00"
"1664";"TD";"2002-11-15";"K";"70";"74";"44";"17";"16";"8";"0000-00-00 00:00:00"
"5546";"TD";"2002-11-15";"M";"50";"78";"59";"14";"16";"12";"0000-00-00 00:00:00"
"1665";"TD";"2002-11-22";"K";"83";"68";"41";"23";"18";"7";"0000-00-00 00:00:00"
"5547";"TD";"2002-11-22";"M";"51";"79";"59";"15";"18";"14";"0000-00-00 00:00:00"
"1666";"TD";"2002-11-29";"K";"65";"81";"57";"15";"18";"8";"0000-00-00 00:00:00"
"5548";"TD";"2002-11-29";"M";"55";"71";"76";"11";"16";"14";"0000-00-00 00:00:00"
"1667";"TD";"2002-12-06";"K";"37";"81";"87";"16";"16";"16";"0000-00-00 00:00:00"
"5549";"TD";"2002-12-06";"M";"46";"83";"75";"10";"23";"15";"0000-00-00 00:00:00"
"1668";"TD";"2002-12-13";"K";"39";"100";"95";"17";"27";"14";"0000-00-00 00:00:00"
"5550";"TD";"2002-12-13";"M";"50";"90";"92";"16";"16";"25";"0000-00-00 00:00:00"
"1669";"TD";"2002-12-20";"K";"25";"57";"98";"11";"13";"19";"0000-00-00 00:00:00"
"5551";"TD";"2002-12-20";"M";"37";"63";"77";"11";"7";"24";"0000-00-00 00:00:00"
"1670";"TD";"2003-01-03";"K";"62";"74";"53";"19";"19";"5";"0000-00-00 00:00:00"
"5552";"TD";"2003-01-03";"M";"29";"77";"82";"12";"17";"13";"0000-00-00 00:00:00"
"1671";"TD";"2003-01-10";"K";"54";"88";"74";"22";"26";"11";"0000-00-00 00:00:00"
"5553";"TD";"2003-01-10";"M";"51";"88";"77";"23";"21";"16";"0000-00-00 00:00:00"
"1672";"TD";"2003-01-17";"K";"21";"73";"119";"11";"26";"18";"0000-00-00 00:00:00"
"5554";"TD";"2003-01-17";"M";"54";"78";"77";"20";"20";"15";"0000-00-00 00:00:00"
"1673";"TD";"2003-01-24";"K";"10";"33";"76";"4";"14";"17";"0000-00-00 00:00:00"
"5555";"TD";"2003-01-24";"M";"38";"32";"47";"13";"13";"9";"0000-00-00 00:00:00"
"1674";"TD";"2003-01-31";"K";"28";"66";"124";"12";"17";"25";"0000-00-00 00:00:00"
"5556";"TD";"2003-01-31";"M";"73";"73";"71";"20";"20";"14";"0000-00-00 00:00:00"
"1675";"TD";"2003-02-07";"K";"19";"56";"132";"14";"18";"24";"0000-00-00 00:00:00"
"5557";"TD";"2003-02-07";"M";"56";"70";"78";"23";"19";"14";"0000-00-00 00:00:00"
"1676";"TD";"2003-02-14";"K";"40";"82";"91";"18";"17";"17";"0000-00-00 00:00:00"
"5558";"TD";"2003-02-14";"M";"65";"83";"65";"20";"20";"12";"0000-00-00 00:00:00"
"1677";"TD";"2003-02-21";"K";"20";"49";"76";"9";"14";"27";"0000-00-00 00:00:00"
"5559";"TD";"2003-02-21";"M";"36";"56";"53";"15";"19";"16";"0000-00-00 00:00:00"
"1678";"TD";"2003-02-28";"K";"39";"72";"102";"12";"16";"19";"0000-00-00 00:00:00"
"5560";"TD";"2003-02-28";"M";"73";"71";"68";"20";"13";"13";"0000-00-00 00:00:00"
"1679";"TD";"2003-03-07";"K";"24";"47";"128";"10";"13";"22";"0000-00-00 00:00:00"
"5561";"TD";"2003-03-07";"M";"56";"72";"71";"11";"22";"11";"0000-00-00 00:00:00"
"1680";"TD";"2003-03-14";"K";"59";"46";"70";"27";"12";"9";"0000-00-00 00:00:00"
"5562";"TD";"2003-03-14";"M";"41";"76";"57";"20";"20";"8";"0000-00-00 00:00:00"
"1681";"TD";"2003-03-21";"K";"88";"67";"48";"23";"23";"5";"0000-00-00 00:00:00"
"5563";"TD";"2003-03-21";"M";"52";"82";"68";"18";"20";"14";"0000-00-00 00:00:00"
"1682";"TD";"2003-03-28";"K";"40";"87";"92";"13";"16";"12";"0000-00-00 00:00:00"
"5564";"TD";"2003-03-28";"M";"72";"81";"70";"20";"8";"13";"0000-00-00 00:00:00"
"1683";"TD";"2003-04-04";"K";"104";"77";"45";"27";"20";"3";"0000-00-00 00:00:00"
"5565";"TD";"2003-04-04";"M";"71";"82";"72";"15";"18";"17";"0000-00-00 00:00:00"
"1684";"TD";"2003-04-11";"K";"55";"102";"59";"23";"22";"8";"0000-00-00 00:00:00"
"5566";"TD";"2003-04-11";"M";"58";"75";"83";"21";"12";"20";"0000-00-00 00:00:00"
"1685";"TD";"2003-04-25";"K";"41";"93";"81";"19";"22";"15";"0000-00-00 00:00:00"
"5567";"TD";"2003-04-25";"M";"72";"71";"71";"21";"19";"16";"0000-00-00 00:00:00"
"1686";"TD";"2003-05-02";"K";"63";"88";"72";"12";"17";"9";"0000-00-00 00:00:00"
"5568";"TD";"2003-05-02";"M";"70";"75";"79";"12";"15";"11";"0000-00-00 00:00:00"
"1687";"TD";"2003-05-09";"K";"29";"69";"116";"17";"21";"22";"0000-00-00 00:00:00"
"5569";"TD";"2003-05-09";"M";"65";"72";"77";"27";"20";"13";"0000-00-00 00:00:00"
"1688";"TD";"2003-05-16";"K";"58";"104";"60";"22";"20";"15";"0000-00-00 00:00:00"
"5570";"TD";"2003-05-16";"M";"77";"75";"69";"27";"15";"15";"0000-00-00 00:00:00"
"1689";"TD";"2003-05-23";"K";"38";"90";"93";"10";"20";"16";"0000-00-00 00:00:00"
"5571";"TD";"2003-05-23";"M";"65";"71";"84";"16";"16";"13";"0000-00-00 00:00:00"
"1690";"TD";"2003-05-30";"K";"44";"88";"62";"12";"18";"6";"0000-00-00 00:00:00"
"5572";"TD";"2003-05-30";"M";"65";"66";"63";"13";"16";"7";"0000-00-00 00:00:00"
"1691";"TD";"2003-06-06";"K";"82";"71";"50";"35";"13";"8";"0000-00-00 00:00:00"
"5573";"TD";"2003-06-06";"M";"56";"73";"71";"18";"22";"15";"0000-00-00 00:00:00"
"1692";"TD";"2003-06-13";"K";"66";"82";"73";"23";"19";"18";"0000-00-00 00:00:00"
"5574";"TD";"2003-06-13";"M";"76";"68";"77";"25";"23";"12";"0000-00-00 00:00:00"
"1693";"TD";"2003-06-20";"K";"37";"78";"78";"9";"23";"16";"0000-00-00 00:00:00"
"5575";"TD";"2003-06-20";"M";"62";"64";"65";"19";"18";"11";"0000-00-00 00:00:00"
"1694";"TD";"2003-06-27";"K";"66";"78";"64";"20";"20";"6";"0000-00-00 00:00:00"
"5576";"TD";"2003-06-27";"M";"67";"69";"70";"24";"14";"8";"0000-00-00 00:00:00"
"1695";"TD";"2003-07-04";"K";"60";"95";"66";"11";"25";"16";"0000-00-00 00:00:00"
"5577";"TD";"2003-07-04";"M";"71";"70";"80";"21";"15";"16";"0000-00-00 00:00:00"
"1696";"TD";"2003-07-11";"K";"54";"106";"82";"10";"25";"20";"0000-00-00 00:00:00"
"5578";"TD";"2003-07-11";"M";"77";"76";"86";"27";"14";"14";"0000-00-00 00:00:00"
"1697";"TD";"2003-07-18";"K";"39";"86";"83";"6";"20";"27";"0000-00-00 00:00:00"
"5579";"TD";"2003-07-18";"M";"80";"63";"65";"29";"11";"13";"0000-00-00 00:00:00"
"1698";"TD";"2003-07-25";"K";"50";"83";"76";"8";"23";"23";"0000-00-00 00:00:00"
"5580";"TD";"2003-07-25";"M";"72";"58";"80";"26";"11";"17";"0000-00-00 00:00:00"
"1699";"TD";"2003-08-01";"K";"66";"86";"101";"27";"22";"19";"0000-00-00 00:00:00"
"5581";"TD";"2003-08-01";"M";"77";"79";"98";"30";"24";"15";"0000-00-00 00:00:00"
"1700";"TD";"2003-08-08";"K";"36";"76";"78";"5";"19";"30";"0000-00-00 00:00:00"
"5582";"TD";"2003-08-08";"M";"62";"61";"63";"24";"18";"13";"0000-00-00 00:00:00"
